USE_MON	LINE_NUM	SUB_STA_NM	FOUR_RIDE_NUM	FOUR_ALIGHT_NUM	FIVE_RIDE_NUM	FIVE_ALIGHT_NUM	SIX_RIDE_NUM	SIX_ALIGHT_NUM	SEVEN_RIDE_NUM	SEVEN_ALIGHT_NUM	EIGHT_RIDE_NUM	EIGHT_ALIGHT_NUM	NINE_RIDE_NUM	NINE_ALIGHT_NUM	TEN_RIDE_NUM	TEN_ALIGHT_NUM	ELEVEN_RIDE_NUM	ELEVEN_ALIGHT_NUM	TWELVE_RIDE_NUM	TWELVE_ALIGHT_NUM	THIRTEEN_RIDE_NUM	THIRTEEN_ALIGHT_NUM	FOURTEEN_RIDE_NUM	FOURTEEN_ALIGHT_NUM	FIFTEEN_RIDE_NUM	FIFTEEN_ALIGHT_NUM	SIXTEEN_RIDE_NUM	SIXTEEN_ALIGHT_NUM	SEVENTEEN_RIDE_NUM	SEVENTEEN_ALIGHT_NUM	EIGHTEEN_RIDE_NUM	EIGHTEEN_ALIGHT_NUM	NINETEEN_RIDE_NUM	NINETEEN_ALIGHT_NUM	TWENTY_RIDE_NUM	TWENTY_ALIGHT_NUM	TWENTY_ONE_RIDE_NUM	TWENTY_ONE_ALIGHT_NUM	TWENTY_TWO_RIDE_NUM	TWENTY_TWO_ALIGHT_NUM	TWENTY_THREE_RIDE_NUM	TWENTY_THREE_ALIGHT_NUM	MIDNIGHT_RIDE_NUM	MIDNIGHT_ALIGHT_NUM	ONE_RIDE_NUM	ONE_ALIGHT_NUM	TWO_RIDE_NUM	TWO_ALIGHT_NUM	THREE_RIDE_NUM	THREE_ALIGHT_NUM	WORK_DT
201904	경인선	구일	241	2	3850	1463	10476	4605	33234	10401	28792	22898	15988	17147	11619	9667	10649	7124	11922	10963	10974	14140	10290	11571	12223	13352	18491	19397	19033	21453	20544	34174	9972	27622	14593	14768	15229	12841	9816	12463	2842	7749	82	1305	0	0	0	0	0	0	20190503
201904	경인선	소사	917	28	17835	3243	17604	9216	43912	11022	39999	26139	26194	15878	20742	17958	18417	14372	20335	16340	19114	16111	17561	15194	19503	17286	22404	20047	22582	25697	21919	33032	13517	32767	9550	21471	8238	19593	6523	19467	2810	12977	231	3995	0	0	0	0	0	0	20190503
201904	경인선	부개	2011	16	10699	2330	18958	4691	50267	7225	44155	14880	25936	8528	18806	7163	15866	8124	16790	9989	14380	11491	12138	12494	11349	15224	12908	20006	14187	23406	14530	35418	9299	32102	6367	22072	5721	20700	4035	18499	2107	11747	306	3704	0	0	0	0	0	0	20190503
201904	경인선	간석	421	21	6349	1098	13950	2842	30872	4677	28575	10455	15345	6753	11360	5810	10471	6347	10971	7282	10438	7987	8589	8631	8270	10174	9316	13459	10641	17471	10991	23039	6941	22877	5510	14653	5036	13235	3783	12104	1926	8177	184	3283	0	0	0	0	0	0	20190503
201904	경인선	도원	619	6	2650	1148	4408	2128	9221	9644	8448	35858	6216	4956	5604	5398	5893	4522	7422	5230	8822	5256	6057	5621	7221	6808	16921	7541	13592	8310	12372	9286	6116	7426	5141	4985	5253	4295	1665	4010	524	3099	63	1840	0	0	0	0	0	0	20190503
201904	경인선	온수(성공회대입구)	138	0	5496	1572	9891	5819	26967	14849	28176	21077	17373	13877	12943	9463	12614	8490	15127	9502	13319	9684	11403	10320	13145	10682	17607	13679	19532	15800	16914	25026	8822	24590	7247	15161	7850	14033	5458	12873	3121	8740	268	1802	0	0	0	0	0	0	20190503
201904	경인선	중동	610	5	11207	1731	20002	4539	51157	7137	42512	17068	25862	11107	18115	8511	16263	10033	16970	11721	16655	11995	12911	12831	12476	14491	14026	18501	14785	23760	15518	34469	9578	34646	7335	21619	6584	19912	4554	17804	2037	13600	250	3384	0	0	0	0	0	0	20190503
201904	경인선	도화	237	1	3950	1986	7480	3424	18007	4483	18399	10385	9590	4445	7582	4552	7050	4312	6999	5246	6538	5437	5644	5453	5922	6857	8960	8134	9424	9487	8128	11268	4688	10729	2938	7504	1973	6863	1577	5905	919	4850	42	2005	0	0	0	0	0	0	20190503
201904	경춘선	신내	5	0	358	216	1316	797	2739	4089	2961	3217	1660	1249	1470	1155	1179	936	1209	886	1134	987	1088	1347	1328	1419	2459	1497	1871	2193	1918	2646	1149	2054	847	1182	896	938	650	773	328	348	1	108	0	0	0	0	0	0	20190503
201904	경춘선	갈매	4	0	1698	335	3829	1524	18235	2885	12303	6607	7461	2336	4146	2722	3376	1927	3681	2113	3095	2449	3070	2907	3222	3831	3665	3701	4592	5418	4901	6963	2751	11858	1800	6083	2623	3338	1458	4568	643	2523	16	961	0	0	0	0	0	0	20190503
201904	경춘선	별내	44	0	1010	754	2699	2286	9606	4349	9592	7877	5406	4598	4176	3142	3691	3281	3838	3281	3934	3029	3748	3937	4351	4500	5527	4755	6394	6302	6538	6972	3432	7976	2993	4374	2688	2938	2281	3018	1200	2021	50	430	0	0	0	0	0	0	20190503
201904	경춘선	퇴계원	8	0	2471	541	6053	1674	23116	3914	16203	5974	11493	2723	7662	2843	5672	2973	5914	3417	5295	3615	3952	4812	4245	5351	4370	7182	5100	8797	6397	15020	3687	12646	2322	8530	2089	5894	1397	7032	676	4238	67	1164	0	0	0	0	0	0	20190503
201904	경춘선	사릉	10	0	2144	863	6929	2559	21053	6592	17772	7807	9914	3342	7027	3093	4958	3296	5010	2999	5021	3480	3864	4347	4292	4114	4358	7775	6597	7853	8043	12473	3438	15234	2230	6867	1764	6966	1215	7252	496	3873	23	1221	0	0	0	0	0	0	20190503
201904	경춘선	금곡	10	0	1348	339	2813	1165	6855	2008	6495	5092	3626	2935	3274	2181	2734	1757	3293	2190	2791	1935	2193	2407	2941	2410	2638	3676	3180	3877	4044	4639	1661	4974	920	2064	693	2607	717	2109	232	1477	10	361	0	0	0	0	0	0	20190503
201904	경춘선	평내호평	519	2	5451	1017	10090	3143	32551	4497	25059	10277	14557	7414	11829	6037	9253	5460	10053	7349	8256	6956	7439	9947	8335	9374	8469	11191	9930	19996	10201	19875	5969	22740	4709	13574	4580	10854	4647	10018	1860	7980	57	2762	0	0	0	0	0	0	20190503
201904	경춘선	천마산	14	1	1219	222	3842	615	8946	1668	7560	1533	5786	1580	3914	1743	2949	1519	3057	2081	2463	1979	2194	2492	2003	3280	2043	3083	1903	4651	2389	5380	1048	5340	807	4036	627	3369	414	2391	142	1570	27	549	0	0	0	0	0	0	20190503
201904	경춘선	마석	27	0	1344	611	7818	2806	20783	6968	14933	9956	11346	5272	8397	5186	6940	4480	7163	4606	6129	6427	6182	6312	6329	7811	7672	6739	7393	11353	8543	10932	3857	15768	3027	8786	2553	6272	2019	6444	664	3064	44	1329	0	0	0	0	0	0	20190503
201904	경춘선	대성리	0	0	2092	77	2897	481	2035	904	1962	1520	2183	1400	3066	2385	4613	1665	1949	2031	1602	3319	1560	4485	1911	2776	2387	3170	2616	2519	1950	2333	947	2353	611	1013	428	610	179	592	104	328	4	7	0	0	0	0	0	0	20190503
201904	경춘선	청평	0	0	1264	158	2311	768	4978	2166	6482	5170	4396	4382	4380	4018	4709	3305	3693	3657	3590	3323	4101	4137	4520	3435	5256	5419	5771	5735	5667	4668	2443	4523	1352	2262	1003	2686	806	1965	265	1335	13	366	0	0	0	0	0	0	20190503
201904	경춘선	상천	0	0	159	19	395	199	774	464	1034	1100	627	1458	610	2066	740	1911	797	1057	1137	740	1645	692	2005	701	2120	775	1487	666	788	670	398	532	164	392	79	439	27	263	19	174	0	79	0	0	0	0	0	0	20190503
201904	경춘선	가평	0	0	684	204	1800	1102	3059	3313	4824	7046	3249	5633	3335	6185	4092	6382	3345	7223	3484	3891	4501	4127	5931	4291	7415	3258	8307	4017	6706	4120	3167	3253	2521	2206	1584	1803	828	1501	339	1077	28	373	0	0	0	0	0	0	20190503
201904	경춘선	굴봉산	0	0	44	4	105	32	253	227	273	550	282	671	246	1358	347	735	343	483	590	396	786	305	930	327	865	236	598	270	310	194	206	144	127	143	46	102	14	65	5	39	0	12	0	0	0	0	0	0	20190503
201904	경춘선	백양리	1	0	40	17	45	55	59	250	163	495	186	208	203	543	290	559	667	344	310	459	384	431	490	199	362	130	472	193	320	176	121	114	99	77	56	62	33	46	8	45	1	9	0	0	0	0	0	0	20190503
201904	경춘선	강촌	0	0	172	24	403	158	574	471	652	3230	650	2501	890	2728	1742	2333	1498	1352	1604	1067	2050	923	2986	998	3675	1069	3118	749	1891	833	858	623	448	435	280	458	143	348	32	316	6	52	0	0	0	0	0	0	20190503
201904	경춘선	김유정	6	0	117	10	181	89	648	487	461	829	416	1415	600	2673	701	2863	948	1860	1405	1250	1426	1225	1983	1068	2065	988	1592	582	1373	539	567	360	190	268	84	166	23	178	36	136	21	38	0	0	0	0	0	0	20190503
201904	경춘선	남춘천	447	0	1469	11	4476	926	4212	3294	5541	6985	6030	7478	5068	5785	5104	10353	5764	10480	7071	5659	8088	5718	7887	5252	8944	4966	8509	7676	6653	4670	4704	9324	3677	3973	3384	3255	2183	4590	597	2410	7	1576	0	0	0	0	0	0	20190503
201904	경춘선	춘천	268	0	471	2	1858	487	2004	2306	2772	6154	3204	6813	2760	5734	3002	6352	3491	4999	4676	4526	6125	2942	9193	3719	9786	2765	8785	3279	6138	2497	4061	3885	2622	1825	1700	1903	940	1830	203	1224	2	843	0	0	0	0	0	0	20190503
201904	공항철도 1호선	서울역	264	3	5495	1405	6938	14320	15383	21935	21720	30305	20238	26071	21187	22002	26151	21144	28126	23432	27878	19773	21025	20528	31124	19944	31255	23195	34664	21937	37248	24337	30488	20896	21849	15721	21795	13835	16297	11342	8657	6335	197	3237	0	0	0	0	0	0	20190503
201904	공항철도 1호선	공덕	92	1	1787	146	2739	1212	6367	3398	6429	10618	4347	5350	3220	3644	3186	3377	3348	3995	3288	4148	2900	3762	3103	4198	3446	5213	4287	6790	8797	12050	4707	8788	3461	5927	3361	5694	2596	5902	1475	4264	148	1635	0	0	0	0	0	0	20190503
201904	공항철도 1호선	홍대입구	223	12	5433	559	7155	3581	13523	9450	16572	24520	16632	23393	17018	17430	16662	17391	15961	21829	16494	22077	16756	21213	19614	21627	22636	23099	27611	28185	34441	37492	27739	30906	24193	19043	29874	16519	30312	15035	14738	12616	1435	3358	0	0	0	0	0	0	20190503
201904	공항철도 1호선	디지털미디어시티	106	4	3402	888	6865	6612	18793	24773	19999	94316	11908	41936	9136	16745	10152	13428	11357	14066	13453	15444	14055	11840	15309	11555	18924	12092	34725	14315	94596	21395	39999	17184	25744	10169	26228	8529	21733	8203	7951	5419	1063	2833	1	12	0	0	0	0	20190503
201904	공항철도 1호선	마곡나루	12	1	1011	473	2783	4642	7536	14326	9956	38318	5220	14053	3512	5805	3965	4408	4819	4658	5023	4980	4712	4596	6619	4391	9101	4520	30797	5411	31212	8964	12013	6912	7459	4380	5912	4097	4550	4225	1745	2637	283	1818	1	1	0	0	0	0	20190503
201904	공항철도 1호선	김포공항	15	0	2110	2015	4458	11649	9982	24668	15426	23287	16353	12234	16625	10958	18674	11453	18016	12885	21236	13182	21814	11562	22569	10217	16770	12979	23300	15196	32491	16069	22676	10065	16854	5156	18639	3870	17451	3223	6805	1923	186	968	1	43	0	0	0	0	20190503
201904	공항철도 1호선	계양	13	1	9776	738	25024	3345	72657	5264	59702	7204	32251	6663	21695	4700	19131	5288	16640	6540	14209	8609	11403	10878	10952	13462	12001	18444	12662	25371	11087	44152	6745	49977	4860	31818	3692	26864	2896	29701	1422	17777	249	4764	2	0	0	0	0	0	20190503
201904	공항철도 1호선	검암	1578	6	10177	602	19603	3366	48835	8779	34869	16609	17567	6570	12686	4842	12041	4640	12027	6400	9713	6942	8356	8054	8160	9071	9395	12010	11740	16219	16339	29703	7065	34556	5391	22364	4702	17894	3504	20062	1592	13322	239	7719	0	4	0	0	0	0	20190503
201904	공항철도 1호선	청라국제도시	133	3	4335	246	18533	3407	36500	7695	20706	19366	12571	4981	9503	3273	8867	3257	8606	3838	7271	5140	6147	5394	6351	6822	7870	9332	12016	12320	19835	19855	5965	25441	4314	15250	3414	14364	2760	14209	1076	10252	178	2785	2	0	0	0	0	0	20190503
201904	공항철도 1호선	운서	54	7	8523	680	11737	7662	20459	10970	18707	15454	11770	11479	11362	6623	12265	5768	12517	6784	9966	7815	9431	8093	10064	11213	12882	12223	16811	14599	15196	20897	8439	18574	8122	15426	7837	16225	6637	16593	2679	12476	368	4227	0	0	0	0	0	0	20190503
201904	공항철도 1호선	공항화물청사	0	0	497	372	1752	7696	2231	15333	2569	30692	2835	4659	852	2343	870	3977	1329	3772	1756	1888	2273	906	3059	1028	5304	1611	9984	1581	21559	1032	5736	2844	3933	3300	4735	1230	2746	366	722	193	6	69	0	0	0	0	0	0	20190503
201904	공항철도 1호선	인천공항1터미널	0	0	14207	6243	16878	18565	19157	38625	20884	40587	20705	26543	18741	23668	22109	32590	27798	37755	29604	31219	36017	32669	38914	21892	37028	29359	36914	27574	37107	25960	26202	22468	24303	19001	28032	12075	27916	10089	14411	8264	31	6568	0	0	0	0	0	0	20190503
201904	공항철도 1호선	인천공항2터미널	0	0	5499	2993	6253	8376	7605	15152	7369	14271	7599	9273	3938	9775	5522	10844	9715	11245	6786	8702	8120	7036	11304	9536	12136	9484	18293	11008	21924	5790	10751	3578	8287	2534	9232	2637	6283	1485	2933	1042	1	926	0	0	0	0	0	0	20190503
201904	공항철도 1호선	영종	2	0	2316	116	5917	1825	10745	2677	8142	3315	6075	2218	5101	1940	4621	2671	4420	2889	3675	3075	3675	3427	3813	4205	4436	4363	4864	6160	3969	7664	2316	9165	1885	6265	1512	6089	1037	6298	588	4841	72	1903	0	0	0	0	0	0	20190503
201904	과천선	선바위	2	1	1250	1283	7852	10101	25608	25286	32943	29065	24403	17664	15201	8386	12699	9121	13227	8960	13433	9594	13061	9235	13166	10506	16223	11868	26825	16053	40802	21660	20242	18017	12428	12633	10627	11611	6629	11646	2411	6400	239	2516	0	2	0	0	0	0	20190503
201904	과천선	경마공원	0	0	248	528	860	3777	2438	6580	3194	19389	2590	30957	2813	37457	3524	27295	5061	23062	6686	23935	10704	18825	15171	12343	23847	8128	40292	5494	84827	5922	15353	4267	7712	2062	3824	1613	727	1421	233	943	64	422	0	0	0	0	0	0	20190503
201904	과천선	대공원	1	0	67	511	185	3359	856	5192	1170	22991	1708	34676	3851	37799	7605	27680	15940	22430	16180	24560	20372	22828	29926	16024	33532	10512	33719	5888	29941	4049	14260	2353	8854	1153	7245	762	5732	452	2087	306	90	94	0	0	0	0	0	0	20190503
201904	과천선	과천	14	1	1632	1418	6903	11060	22928	4241	22117	8873	14535	5715	9591	4867	8813	4507	9395	4861	8738	5530	7637	6725	8194	7457	14074	8581	12830	9950	9243	15108	4900	14555	2987	9473	2404	9120	1658	9620	555	6291	135	2034	1	1	0	0	0	0	20190503
201904	과천선	정부과천청사	9	0	1678	2159	5907	12710	20935	27531	20210	84387	16882	27726	16223	17623	16914	17243	17046	14051	19209	14780	25981	14448	23557	15373	25145	14618	35499	18133	64887	25467	19225	23756	16220	12606	18770	10331	12150	9162	3348	5928	379	1873	0	2	0	0	0	0	20190503
201904	과천선	인덕원	95	1	9669	2152	30892	13517	99145	34882	90690	121873	58000	46984	42223	26822	37200	23584	38081	24154	40535	28327	33838	31220	34545	33896	40258	40234	55184	56153	92589	88091	41240	83679	30405	47408	30587	45796	21621	45294	8468	29669	1314	11652	0	0	0	0	0	0	20190503
201904	과천선	평촌	35	7	4566	2405	22121	9131	69645	32048	59416	90416	33495	36640	24935	18266	22382	16335	23542	17629	22579	21399	21366	20487	23328	20768	24955	26452	39167	33070	65987	52585	31721	52980	23001	29605	21557	26183	17837	23858	7047	13794	1221	6736	0	1	0	0	0	0	20190503
201904	과천선	범계	126	26	8446	2983	33577	12039	108299	28137	97139	71379	59977	52529	43228	34599	41009	34783	44623	36402	44051	44252	42108	41931	43311	45828	49008	56584	56543	72757	75223	110464	48587	97971	46995	55409	40044	43512	35779	42227	14716	24826	2341	11375	1	21	0	0	0	0	20190503
201904	분당선	선릉	28	4	1204	1118	2021	8992	4534	42945	7355	150159	6600	90224	7401	37442	9603	25459	11228	23511	13147	25655	14136	20808	16874	19033	25111	17322	32955	23738	74525	28635	34437	19598	22065	9688	20942	7189	18387	6471	6313	4384	327	898	0	0	0	0	0	0	20190503
201904	분당선	한티	18	1	1940	1072	8338	8219	25087	24026	31669	49364	22015	46273	16949	27151	18928	19938	22425	23638	22100	28384	20525	23589	23338	23158	28322	29316	35534	36523	44399	37605	31446	30044	34383	18752	23566	15784	26152	15817	5980	9769	323	1199	0	0	0	0	0	0	20190503
201904	분당선	도곡	43	1	1140	1268	3398	5611	9804	17171	15503	31010	11795	21657	9779	10017	10425	9954	10756	9359	11923	10533	11635	9957	13607	10326	16768	11736	20746	12594	27715	14636	14963	12545	9541	8471	9103	7788	6047	7078	1861	4868	74	677	0	0	0	0	0	0	20190503
201904	분당선	구룡	4	0	524	397	1392	2190	3537	10696	5503	6011	4702	3256	3606	1863	4115	1996	3243	2603	2806	2685	2521	2369	2986	2516	7163	2876	5671	3282	5367	3976	2485	3531	1353	2280	3154	2293	581	2183	263	2041	22	268	0	0	0	0	0	0	20190503
201904	분당선	개포동	0	0	676	497	3121	7092	8671	6219	9281	9537	6518	7088	5114	6241	5130	3769	5868	5062	5518	5320	5232	4737	6143	5144	9355	5730	10512	6869	8372	9056	5160	8026	4031	5444	3553	4896	3065	5327	1048	3379	45	433	0	0	0	0	0	0	20190503
201904	분당선	대모산입구	9	1	2077	820	4091	3362	11116	4546	13458	10518	8700	5489	6195	4074	6599	3627	6066	4375	5721	4735	4744	4745	5172	5589	6028	6172	7212	6539	9122	8311	4072	7340	2792	5410	2177	4922	1463	5303	612	2978	21	601	0	0	0	0	0	0	20190503
201904	분당선	수서	107	2	3480	3216	7749	14894	28185	30961	44148	50448	29469	30359	27220	20168	21901	16676	25400	21027	23757	21278	17055	19815	25371	21309	29573	27818	35263	32056	48720	43358	22851	35326	22441	23644	16540	20482	16223	18208	9424	9558	226	1577	1	0	0	0	0	0	20190503
201904	분당선	복정	0	0	0	0	0	0	0	0	5	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	2	0	3	0	2	0	2	0	2	0	3	0	0	0	0	0	0	0	0	0	20190503
201904	분당선	수원	874	14	4184	584	9299	3463	32381	8444	36490	14754	19213	10767	11433	6528	10817	7052	11427	8719	11674	9321	11459	8105	12730	8439	15901	12920	20144	16043	24404	23847	18387	22579	16220	12066	14442	9141	13005	8039	5584	4591	126	2028	0	0	0	0	0	0	20190503
201904	분당선	서울숲	78	0	2269	464	6204	10349	16945	10959	26952	32941	18015	23314	9377	14109	9418	14747	11313	14569	12776	20048	13947	19589	17634	19042	23817	17364	30754	17518	38686	23224	22039	19542	12331	11139	9926	10123	6459	10039	2129	5668	75	1047	0	0	0	0	0	0	20190503
201904	분당선	압구정로데오	137	0	1708	604	3605	10314	6523	24036	10215	76917	8592	96363	9156	47345	13380	33422	17686	30041	19608	31452	23753	29930	29587	28331	36557	27318	48834	32409	82569	39312	63177	28317	52571	11729	34794	7901	27364	6911	10866	3881	404	677	0	0	0	0	0	0	20190503
201904	분당선	강남구청	26	1	1479	626	2973	4953	8873	15103	12769	60319	11018	42775	10049	21671	11076	15847	11537	15830	14467	17729	15232	16621	16813	16188	17292	17040	23546	18535	54049	23153	28857	17819	17170	9241	15652	7743	11947	7777	4593	4965	100	937	0	0	0	0	0	0	20190503
201904	분당선	선정릉	12	0	1024	674	2347	4305	5323	12905	8920	59394	7403	46121	6621	18216	8332	12574	10948	11486	10802	11613	12022	10487	12421	9808	14406	9618	21162	11359	48607	13611	27877	9641	14644	5420	13258	4867	9802	4606	3756	3126	154	773	0	0	0	0	0	0	20190503
201904	분당선	가천대	19	6	5326	872	7430	4028	20582	7446	29509	49677	17547	53309	12219	42474	13380	15317	20291	23090	18092	21514	21460	14503	29748	12855	39278	14751	34500	18811	25989	26916	17740	24801	15791	18198	14280	18179	13842	19473	8214	13827	405	2210	0	0	0	0	0	0	20190503
201904	분당선	태평	128	15	15539	2395	22315	5905	50178	9192	72138	18727	48030	14322	26932	12758	22206	14700	23260	15640	22489	18106	20121	18208	19030	26594	19328	29375	21315	37244	22302	53800	14120	45702	10566	30840	8684	32681	6590	30164	2801	17536	238	2653	0	0	0	0	0	0	20190503
201904	분당선	모란	222	12	15667	3050	25106	12460	66854	27593	89515	41333	63043	34187	40258	30820	37020	33958	40577	36018	40631	40053	38690	38097	38927	46640	42121	48686	46459	55336	49742	78124	31272	66045	21695	45406	20889	43983	16536	37748	8810	25321	723	3366	0	0	0	0	0	0	20190503
201904	분당선	야탑	225	5	7810	3725	21489	17281	66111	45328	79938	107747	54344	66338	43558	41884	43333	42277	45239	44845	47488	46233	46158	50150	49067	47590	55400	56469	67664	66103	100160	89841	56869	77686	43601	47124	39741	39513	29827	37607	12153	23355	880	4950	0	0	0	0	0	0	20190503
201904	분당선	서현	388	1	5142	3111	14545	11568	42150	42439	51568	94232	37828	79703	32297	51443	34726	43830	39213	40867	41085	47305	44064	44625	49806	47057	53250	47662	70811	59833	102093	76815	67433	66900	60476	36379	50970	30330	40647	26301	17817	16576	1275	2602	0	0	0	0	0	0	20190503
201904	분당선	수내	168	6	2741	1723	7985	5603	21365	17020	28917	60395	20411	46509	16164	22801	17159	19675	19555	22045	22120	20867	22974	22829	26161	21478	26059	24219	34719	27492	55025	35677	31497	27852	31299	17166	23369	14666	20513	13771	5782	7984	407	1797	0	0	0	0	0	0	20190503
201904	수인선	송도	2	0	1553	252	4518	1211	12891	2881	14638	4749	6800	2822	5041	2969	5094	3387	5509	3798	5819	5101	4681	4766	4561	5595	5346	6821	5494	8489	5390	11401	3201	7352	1931	4849	1973	4787	1251	4705	595	3261	45	676	0	0	0	0	0	0	20190503
201904	분당선	정자	375	6	3660	1010	12114	11697	34648	26307	43017	69892	30706	51491	21853	27538	21372	20521	22146	19553	23171	20784	22750	22027	24758	23790	27560	27084	38936	35879	61905	54189	38585	48475	27226	30330	29123	25275	26738	25004	11338	14554	1717	4515	0	3	0	0	0	0	20190503
201904	분당선	미금	605	5	4066	767	13303	12971	32649	22343	41235	53870	31286	41165	27892	27167	29691	26941	30355	28980	32043	31730	32758	28855	36111	33945	35379	34736	43527	40218	49098	53522	28994	45565	22474	29714	23295	27394	19902	24344	6466	15524	374	3766	0	0	0	0	0	0	20190503
201904	분당선	오리	742	3	4077	432	15385	7751	38338	16108	42393	37848	29867	22927	22970	14818	20850	12743	21289	15573	20604	16365	19688	15983	20876	16009	22231	19685	27680	21262	39679	32256	18706	29634	14232	19818	13883	16446	10122	16185	4274	10846	204	3377	0	0	0	0	0	0	20190503
201904	분당선	이매	74	3	2485	804	6533	3568	17967	12030	20464	18074	13627	10164	10964	7861	10519	7384	11556	8348	10126	9077	10037	8737	9737	10115	12072	10602	18405	13396	16458	17447	8931	16591	6232	10277	8411	9392	7575	10308	1528	6745	138	1625	0	0	0	0	0	0	20190503
201904	분당선	보정	30	0	1042	105	3920	1321	11875	2862	13322	8775	8842	2657	6855	1720	5415	2138	4799	2439	4035	2883	3506	3263	4097	4691	4440	5278	6327	6102	4436	6961	2158	6876	1538	4871	1431	4641	1089	4240	413	2859	50	751	0	0	0	0	0	0	20190503
201904	분당선	죽전	1464	5	4922	851	15760	7925	52131	20483	49187	40137	30819	31510	23418	31381	22040	24405	23486	25393	24255	28435	23813	26511	28788	29635	32835	32205	38773	41069	44170	54940	31426	51750	33877	34260	20190	29194	15799	31025	5524	21924	50	10598	0	0	0	0	0	0	20190503
201904	분당선	구성	93	0	2547	423	8029	2527	25114	4984	27227	8482	15708	4670	10753	4057	8659	4255	7618	4620	7357	5419	5953	6668	6248	8551	6325	10656	7664	13201	7939	19647	4497	19385	3297	11653	2891	11109	1846	11076	764	7384	62	1568	0	0	0	0	0	0	20190503
201904	분당선	신갈	44	2	2895	343	8565	1694	22765	2564	24287	7470	14143	4716	9739	4099	8612	4037	8477	5498	7331	6028	6642	7323	6549	7939	7256	8821	7069	12361	6462	17558	3404	16354	2236	11351	1948	10176	1683	9688	714	7349	103	1505	0	0	0	0	0	0	20190503
201904	분당선	기흥	149	9	5261	759	15663	4351	44141	10813	47202	27771	25607	13451	17061	9101	15954	11284	16184	11964	14868	13167	14659	13190	14603	14565	18760	17221	22010	24474	22615	37110	14669	38273	11205	25905	10806	20592	9250	19819	3739	15811	441	3340	0	0	0	0	0	0	20190503
201904	분당선	상갈	51	1	3120	430	9641	2806	24607	7370	27006	12198	16182	7038	11174	4893	8895	5277	8709	6353	7746	6918	7013	6877	7647	7779	9245	10655	12790	14745	13058	17380	7520	17109	4470	14042	4199	11762	2247	11419	885	8143	73	1454	0	0	0	0	0	0	20190503
201904	분당선	청명	24	0	2141	861	7249	1604	21217	6311	22301	10731	11488	4178	6813	3056	6086	3288	5845	4482	6069	5213	4853	5110	5940	5550	7736	8728	8749	10038	10299	13710	5193	15129	3540	9891	3092	9114	2590	8620	1051	5653	120	1398	0	0	0	0	0	0	20190503
201904	분당선	영통	82	5	2326	1225	7882	3759	22147	11990	24036	34351	14675	23991	11673	16498	12120	14372	14053	14780	15126	16050	14993	14271	16771	14650	21469	17782	27651	22563	32600	31152	18638	27023	15828	16850	17834	16167	18059	14959	7256	9456	983	2950	0	0	0	0	0	0	20190503
201904	분당선	망포	107	1	4304	2819	19212	8461	57564	23408	58585	44756	29708	15911	18772	9264	17524	10404	17937	11103	15846	12511	13785	13785	15285	16911	19434	19301	32220	30178	48423	44700	25232	47443	18531	31917	16582	26514	12890	25650	5115	14847	537	4336	0	0	0	0	0	0	20190503
201904	분당선	매탄권선	112	0	2310	613	8285	1801	21284	5059	22744	11620	12238	5767	7870	3321	6993	3442	7115	3915	6343	3965	5056	5329	5418	6465	7411	7403	10450	12180	9698	18079	5644	16117	3875	11043	3687	9962	3019	9307	1118	6171	99	1541	0	0	0	0	0	0	20190503
201904	분당선	수원시청	342	6	5886	1371	11012	5462	26274	16259	28687	46056	15441	32527	12753	16571	14582	17720	17597	16683	17725	19313	17668	18364	19391	17501	25195	20307	28536	30086	39679	43227	23101	41710	23159	24098	20742	20386	17436	15454	7717	13092	597	2811	0	0	0	1	0	0	20190503
201904	분당선	매교	351	1	2448	514	3841	1200	8379	4354	10794	13458	5794	4243	3960	2727	4035	2865	4274	2882	3631	3299	2957	2977	3145	3278	4638	5107	7561	6404	6463	9733	3084	6425	2048	4074	1991	3961	2992	3409	360	2110	35	564	0	0	0	0	0	0	20190503
201904	수인선	달월	1	0	3	4	30	123	105	82	88	312	84	297	55	124	74	95	113	92	116	124	139	103	155	88	225	69	805	88	383	101	101	62	36	70	41	31	17	30	7	24	6	9	0	0	0	0	0	0	20190503
201904	수인선	월곶	1	0	1081	340	3795	1706	10769	2568	10504	2957	6823	2664	4305	2573	3933	3751	4369	3656	4183	3499	4092	3591	3648	4477	4289	5027	4708	6602	5872	9690	3470	6629	2846	5001	2164	4570	1264	4477	778	2858	23	633	0	0	0	0	0	0	20190503
201904	수인선	소래포구	0	0	1917	408	6471	2669	18358	3606	15518	7494	8937	5802	6676	6965	6826	13939	8538	15390	10686	12540	14034	11892	16645	10933	14791	10485	12506	11998	10038	13547	6157	10951	4812	7773	4411	6413	3656	5639	1953	4056	139	1128	0	0	0	0	0	0	20190503
201904	수인선	인천논현	2	0	2081	622	6528	4456	18574	9423	18309	18188	11204	11830	9237	7871	9302	7931	10375	9459	10194	11416	9364	10547	10317	11151	11099	13183	13868	18406	15463	21806	10393	16755	8739	10543	9262	9225	6781	7677	3955	4467	415	1254	0	0	0	0	0	0	20190503
