ST-1298,37.561867,127.064377,10,100
ST-1299,37.602798,127.067268,10,1
ST-1300,37.5667,127.062424,15,4
ST-1302,37.591534,127.067741,20,1
ST-1303,37.582748,127.048279,10,3
ST-1447,37.57653,127.065941,20,3
ST-1449,37.577621,127.052109,10,1
ST-1628,37.587238,127.043137,10,1
ST-1629,37.57576,127.04837,13,1
ST-1630,37.572948,127.066147,10,3
ST-1631,37.57835,127.033386,15,3
ST-1632,37.577999,127.037628,10,0
ST-1625,37.594601,127.051964,10,100
ST-1671,37.594891,127.063026,10,3
ST-45,37.528728,126.914925,20,2
ST-46,37.531239,126.921333,15,2
ST-47,37.528816,126.92453,30,2
ST-50,37.528164,126.917023,13,100
ST-52,37.526264,126.920509,20,100
ST-53,37.524666,126.918022,35,2
ST-73,37.526989,126.932098,40,1
ST-55,37.524612,126.927834,12,100
ST-56,37.526066,126.925537,21,2
ST-57,37.522228,126.924637,13,0
ST-58,37.521362,126.923462,35,0
ST-59,37.521908,126.918953,15,0
ST-60,37.523022,126.920837,20,0
ST-64,37.524837,126.934906,10,3
ST-65,37.523491,126.932899,10,1
ST-66,37.522079,126.930367,10,100
ST-61,37.523277,126.929237,20,0
ST-62,37.520695,126.925835,12,0
ST-63,37.519363,126.926048,30,0
ST-67,37.522675,126.93779,10,4
ST-68,37.519436,126.937599,12,100
ST-69,37.519314,126.933167,20,3
ST-70,37.520088,126.932365,20,0
ST-71,37.517368,126.929253,26,0
ST-72,37.517765,126.928413,20,0
ST-277,37.544666,126.888359,10,4
ST-278,37.53846,126.894508,10,1
ST-279,37.535873,126.892181,20,0
ST-413,37.524635,126.896217,10,0
ST-280,37.524506,126.891823,10,3
ST-281,37.52565,126.887817,20,3
ST-282,37.528488,126.891647,10,0
ST-283,37.500462,126.905846,10,3
ST-284,37.504566,126.910233,10,3
ST-285,37.516155,126.894615,10,0
ST-287,37.526386,126.902756,10,1
ST-288,37.525852,126.903282,20,3
ST-289,37.518738,126.895576,10,0
ST-290,37.505329,126.898483,10,4
ST-291,37.510933,126.910225,15,1
ST-292,37.527084,126.89138,15,0
ST-293,37.530079,126.905708,20,1
ST-294,37.528263,126.896629,10,1
ST-295,37.533688,126.902107,15,0
ST-296,37.531055,126.92421,10,0
ST-297,37.52412,126.936546,8,100
ST-298,37.507641,126.92308,10,1
ST-299,37.504494,126.921951,10,1
ST-300,37.499977,126.920036,10,3
ST-301,37.500648,126.909515,10,3
ST-302,37.503803,126.903419,10,4
ST-303,37.506573,126.901131,10,4
ST-304,37.509476,126.8993,10,1
ST-305,37.513844,126.919357,10,100
ST-306,37.517693,126.914299,14,4
ST-307,37.513592,126.925934,17,100
ST-414,37.53368,126.912086,15,0
ST-416,37.519928,126.889183,12,3
ST-417,37.517151,126.888626,12,1
ST-418,37.521931,126.891617,15,3
ST-419,37.521133,126.896538,15,3
ST-420,37.520294,126.901192,10,3
ST-421,37.535961,126.8983,10,3
ST-422,37.534718,126.900002,10,0
ST-424,37.522343,126.927101,10,2
ST-425,37.518963,126.921616,10,3
ST-426,37.535339,126.903679,20,4
ST-1319,37.516651,126.90799,10,100
ST-1320,37.522816,126.885651,10,100
ST-1321,37.518284,126.912636,10,4
ST-1322,37.520119,126.905167,10,0
ST-1323,37.507931,126.895233,10,100
ST-1353,37.513229,126.904465,15,1
ST-1539,37.532101,126.89444,10,4
ST-1540,37.498241,126.893982,8,1
ST-1541,37.48753,126.904877,10,3
ST-1649,37.522518,126.907219,15,4
ST-1650,37.518211,126.902229,12,2
ST-1651,37.499859,126.89724,8,3
ST-1652,37.494572,126.89975,8,100
ST-1653,37.525768,126.905739,10,4
ST-1677,37.528099,126.893387,10,3
ST-1697,37.499809,126.898003,10,3
ST-1698,37.531509,126.897827,12,1
ST-1699,37.513851,126.89888,14,100
ST-1700,37.51012,126.904068,10,1
ST-1701,37.529171,126.907578,15,4
ST-308,37.546848,126.872772,20,1
ST-309,37.532803,126.86393,8,4
ST-310,37.532543,126.868729,16,1
ST-311,37.524063,126.87558,12,100
ST-312,37.523254,126.864906,15,0
ST-313,37.521881,126.851753,15,3
ST-314,37.515156,126.854897,10,1
ST-315,37.51897,126.869965,16,3
ST-316,37.511585,126.84156,20,3
ST-317,37.510658,126.842537,12,3
ST-318,37.517059,126.848488,20,3
ST-319,37.516998,126.838318,14,1
ST-320,37.533047,126.829956,20,3
ST-321,37.532547,126.830803,10,1
ST-428,37.517281,126.864334,15,3
ST-431,37.530369,126.864258,10,3
ST-432,37.516197,126.8349,10,3
ST-993,37.521435,126.857384,10,4
ST-994,37.529163,126.872749,15,100
ST-995,37.510681,126.857399,15,3
ST-996,37.524334,126.850548,15,3
ST-997,37.534389,126.869598,15,4
ST-1000,37.51038,126.866798,10,100
ST-1002,37.5299,126.876541,10,100
ST-1003,37.539551,126.8283,10,3
ST-1004,37.514099,126.831001,10,1
ST-1005,37.51395,126.856056,10,4
ST-1006,37.53643,126.871521,10,4
ST-1007,37.52219,126.8367,10,4
ST-1008,37.52256,126.84948,10,4
ST-1010,37.536201,126.827797,15,1
ST-1011,37.536369,126.831711,10,1
ST-1012,37.53952,126.825401,10,3
ST-1013,37.550732,126.864578,10,3
ST-1014,37.5089,126.842682,10,1
ST-1015,37.543842,126.882545,10,2
ST-1016,37.522282,126.839699,10,1
ST-1017,37.536503,126.877747,10,0
ST-1018,37.53458,126.875648,10,3
ST-1019,37.530251,126.879303,15,0
ST-1350,37.537228,126.886612,10,0
ST-1398,37.512157,126.835625,10,4
ST-1400,37.542183,126.863304,10,4
ST-1495,37.541142,126.876678,10,100
ST-1496,37.537868,126.881409,10,3
ST-1497,37.52668,126.876167,10,2
ST-1498,37.514278,126.828743,10,3
ST-1499,37.514721,126.8592,10,1
ST-1500,37.524071,126.8386,10,1
ST-1501,37.506821,126.844299,10,3
ST-1503,37.524551,126.877052,10,3
ST-1504,37.511318,126.85862,10,1
ST-1505,37.531029,126.875893,30,0
ST-322,37.532433,126.954742,15,1
ST-324,37.541153,127.002213,10,0
ST-325,37.538139,127.004097,10,3
ST-326,37.536758,126.970001,9,1
ST-327,37.533066,126.960732,20,0
ST-328,37.552277,126.972687,10,3
ST-329,37.520504,126.989738,10,3
ST-330,37.530167,127.007439,10,3
ST-331,37.53841,126.986649,10,3
ST-332,37.53508,126.985382,20,3
ST-333,37.53484,126.977661,20,3
ST-334,37.533512,126.972275,20,3
ST-335,37.518509,126.978798,20,1
ST-435,37.530148,126.968483,15,0
ST-436,37.533451,126.971733,9,3
ST-437,37.544895,126.969383,15,3
ST-438,37.541653,126.970505,12,3
ST-439,37.549026,126.971947,10,1
ST-440,37.522041,126.965523,10,3
ST-441,37.54232,126.96196,10,3
ST-442,37.520336,126.994263,15,1
ST-1324,37.541885,126.97966,20,3
ST-1325,37.544079,126.972,7,3
ST-1326,37.52293,126.961693,40,3
ST-1327,37.534424,126.94857,10,1
ST-1328,37.534279,126.988564,15,0
ST-1339,37.521282,126.973465,15,1
ST-1341,37.539009,126.96138,15,1
ST-1342,37.541981,126.971542,10,3
ST-1343,37.531422,126.9515,15,3
ST-1344,37.52906,127.006729,10,1
ST-1376,37.54446,126.972389,8,3
ST-1441,37.52401,127.00145,10,1
ST-1442,37.523651,126.970268,10,3
ST-1443,37.52961,126.968872,15,0
ST-1445,37.533798,126.98867,10,0
ST-1446,37.527149,126.955162,11,1
ST-1615,37.5327,126.964378,22,0
ST-1721,37.546638,126.981041,15,1
ST-448,37.603943,126.927696,20,3
ST-449,37.600975,126.926956,10,1
ST-450,37.643108,126.918221,10,3
ST-451,37.645866,126.927391,20,1
ST-452,37.648674,126.930702,18,1
ST-453,37.636234,126.918999,11,100
ST-454,37.61721,126.919579,10,100
ST-455,37.599491,126.916862,10,100
ST-456,37.613186,126.917351,10,3
ST-457,37.586994,126.922882,10,3
ST-459,37.605583,126.922935,10,1
ST-460,37.589661,126.916946,10,100
ST-461,37.6007,126.920128,15,0
ST-462,37.590797,126.913651,20,100
ST-463,37.584381,126.909897,10,4
ST-464,37.607849,126.921326,7,4
ST-465,37.601299,126.935349,9,2
ST-467,37.607025,126.933311,10,3
ST-469,37.630016,126.919029,10,3
ST-470,37.617802,126.921967,10,3
ST-471,37.620949,126.925636,10,1
ST-472,37.628517,126.929581,15,3
ST-473,37.609566,126.930977,8,0
ST-474,37.611179,126.929665,8,0
ST-475,37.617855,126.922523,10,0
ST-476,37.641315,126.938042,15,3
ST-478,37.601662,126.920303,7,4
ST-479,37.604736,126.915337,10,100
ST-480,37.610004,126.916397,10,3
ST-481,37.612484,126.914879,10,4
ST-1020,37.597141,126.909599,15,1
ST-1021,37.605202,126.922112,7,4
ST-1023,37.645851,126.923798,15,3
ST-1024,37.644684,126.918457,15,3
ST-1025,37.6017,126.927422,15,3
ST-1027,37.637222,126.933304,13,3
ST-1028,37.644081,126.929283,9,1
ST-1029,37.602402,126.92865,10,3
ST-1031,37.63414,126.932343,10,1
ST-1032,37.618439,126.932884,10,1
ST-1033,37.622669,126.919991,10,1
ST-1034,37.577202,126.902351,10,3
ST-1035,37.619781,126.920807,7,0
ST-1036,37.610779,126.917351,5,1
ST-1037,37.619305,126.920593,15,3
ST-1038,37.62265,126.925247,10,1
ST-1039,37.625778,126.928818,10,1
ST-1329,37.642609,126.921478,10,3
ST-1331,37.594376,126.918159,9,4
ST-1479,37.600361,126.922813,13,3
ST-1480,37.643661,126.914558,10,0
ST-1481,37.638252,126.919456,15,2
ST-1482,37.61097,126.92981,8,0
ST-1483,37.639259,126.918907,10,0
ST-1484,37.614429,126.932579,13,1
ST-1485,37.616112,126.925041,10,1
ST-1486,37.593479,126.923187,10,3
ST-1487,37.609032,126.934677,10,0
ST-1488,37.60891,126.932419,13,0
ST-1489,37.64209,126.929413,7,1
ST-1490,37.64386,126.931877,9,1
ST-1674,37.602329,126.906548,10,3
ST-485,37.541805,127.124718,15,0
ST-486,37.545219,127.125916,10,4
